Country Name,Country Code,Indicator Name,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020
Netherlands,NLD,Out-of-pocket expenditure per capita (current US$),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,223.1869659,227.5307617,248.5288391,310.9324036,366.8190308,377.833374,339.4602966,369.98703,531.9854126,477.1985168,471.7590637,526.7316895,533.2870483,638.0122681,648.2583618,527.6043701,537.1433716,544.5281372,,,
New Zealand,NZL,Out-of-pocket expenditure per capita (current US$),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,161.8945618,178.2487183,200.1165009,247.7477112,279.8289185,322.9348755,318.5436401,309.1749268,375.7532043,333.730072,384.5995789,438.7051697,466.8865662,489.3453674,532.5908203,478.7585754,508.434967,534.5595703,,,
Nigeria,NGA,Out-of-pocket expenditure per capita (current US$),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.66319561,11.29319382,11.83406639,28.70120049,28.79417801,35.97286224,46.86528397,49.68243408,59.07735443,51.36011887,58.98108673,63.08804321,67.43436432,72.71192169,77.51255035,70.29319763,59.67009354,57.08842468,,,
Norway,NOR,Out-of-pocket expenditure per capita (current US$),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,529.0845947,525.4938354,654.5006104,768.9508057,854.4240723,933.4324341,969.5466309,1108.266479,1216.237427,1113.876221,1182.579956,1353.731201,1327.585083,1348.688354,1311.080078,1069.978271,1069.86377,1125.162598,,,
Poland,POL,Out-of-pocket expenditure per capita (current US$),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,74.56018829,82.56290436,84.20957184,95.18636322,116.7963562,130.6282501,143.1583252,176.2731171,218.0882416,186.2519684,193.1175842,207.5477448,197.8680725,208.999115,209.6992035,187.4256287,187.7532654,209.0201569,,,
Qatar,QAT,Out-of-pocket expenditure per capita (current US$),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,180.9029541,180.3881073,202.7042999,223.5431519,238.5690613,246.1948547,247.8529205,247.5825348,249.3315582,256.1118164,235.5657654,232.2152405,168.5153046,126.6766586,119.2425842,137.0757141,143.2127838,146.8214111,,,
Russian Federation,RUS,Out-of-pocket expenditure per capita (current US$),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28.82455635,36.37260437,43.94018936,54.80448151,70.73918152,86.8504715,109.7997665,145.2520905,192.4054565,178.6855774,200.4302673,234.1473999,253.8449249,282.5486145,265.928833,193.9479218,189.9259949,237.2381287,,,
San Marino,SMR,Out-of-pocket expenditure per capita (current US$),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,537.6430664,515.7245483,568.9421387,594.1380005,645.2260742,637.9594116,677.7786255,730.5161743,820.4688721,813.8996582,723.729187,750.1356201,684.4224243,698.7459717,690.6474609,605.6796875,566.3518066,582.7075195,,,
Saudi Arabia,SAU,Out-of-pocket expenditure per capita (current US$),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,70.9679184,69.54695892,67.86477661,68.33234406,72.46148682,77.40428162,85.3218689,98.15503693,115.3088379,126.7145844,133.1015472,137.8283539,154.1524506,159.8959351,168.7682495,178.8755035,183.1443176,184.3458557,,,
Singapore,SGP,Out-of-pocket expenditure per capita (current US$),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,395.4029236,392.8717957,399.3720398,401.6521301,422.9710083,431.6204834,461.8677673,525.8198853,592.4033813,575.2126465,627.5056152,673.4041138,701.5227051,764.7714233,745.0107422,769.6553955,813.2642212,841.2677002,,,
Spain,ESP,Out-of-pocket expenditure per capita (current US$),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,243.9210968,259.4919128,287.5834961,368.0429993,427.6805725,450.3460388,473.8876953,544.2619019,623.6640015,568.0333252,576.1052856,611.1062622,591.2728271,630.4851685,650.8415527,559.3616333,572.2966309,590.6682739,,,
Sweden,SWE,Out-of-pocket expenditure per capita (current US$),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,314.2976685,371.5577087,417.0524902,513.4310303,588.4370117,611.5415649,645.4046631,732.2580566,787.2704468,701.9127808,751.7023315,960.7720947,966.3873901,1044.454956,1028.133911,870.8255005,875.1981201,887.6127319,,,
Switzerland,CHE,Out-of-pocket expenditure per capita (current US$),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1255.080688,1294.491333,1378.317993,1639.928955,1845.852051,1807.7323,1768.389893,1903.866943,2153.582031,2191.57959,2332.797852,2730.429688,2674.904053,2746.852539,2928.069824,2851.746582,2907.683838,2882.037109,,,
Thailand,THA,Out-of-pocket expenditure per capita (current US$),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21.28382111,19.47239304,19.49941063,20.78420639,22.04890823,25.21954918,18.43862915,18.78738594,22.26929283,24.24355316,24.94385529,25.48909569,27.70816231,26.71108055,28.20189285,26.81818008,25.56702614,27.5359211,,,
Turkey,TUR,Out-of-pocket expenditure per capita (current US$),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,57.0576973,35.99742126,37.93846893,45.18728638,60.45716476,88.22382355,98.5896759,122.4629974,109.468605,72.54943848,90.99655151,84.5088501,83.61236572,93.50470734,93.44853973,77.05058289,77.16804504,77.29949188,,,
United Arab Emirates,ARE,Out-of-pocket expenditure per capita (current US$),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,172.6519775,116.4156494,238.6196442,241.4545746,270.7269287,275.7988586,292.7375488,316.1515503,336.8390808,215.6543884,243.8872375,250.5539703,241.2984009,266.9975281,287.3070374,249.4063568,251.143219,256.0344849,,,
United Kingdom,GBR,Out-of-pocket expenditure per capita (current US$),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,194.1935425,199.0264893,223.0430603,270.6148376,292.6374817,297.975769,331.0834351,389.3493958,340.3111267,306.8334961,324.1109009,346.1044617,339.3425293,632.6668091,688.9867554,654.2839355,611.2105103,615.7218018,,,
United States,USA,Out-of-pocket expenditure per capita (current US$),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,705.3187256,723.8881836,762.6761475,812.4611816,849.4407959,893.9005737,917.4585571,964.7492676,972.9942627,959.8133545,971.340271,996.5622559,1017.42865,1032.823608,1041.590576,1065.60022,1105.238403,1126.349976,,,
