Country Name,Country Code,Indicator Name,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020
Saudi Arabia,SAU,Adjusted net national income (current US$),,,,,,,,,,,3755581250,4653222468,5895026836,8052589897,26240223805,33812321734,47828722700,54313682906,60361047629,57450298338,96442217157,1.21E+11,1.24E+11,1.11E+11,1.02E+11,95347572772,81297147155,78881340161,82925102391,87120917978,95601983408,1.09E+11,1.15E+11,1.12E+11,1.12E+11,1.18E+11,1.25E+11,1.33E+11,1.21E+11,1.35E+11,1.49E+11,1.49E+11,1.56E+11,1.70E+11,1.99E+11,2.50E+11,2.88E+11,3.25E+11,3.96E+11,3.56E+11,4.33E+11,5.25E+11,5.75E+11,5.85E+11,6.01E+11,5.35E+11,5.30E+11,5.65E+11,6.34E+11,,
Singapore,SGP,Adjusted net national income (current US$),,,,,,,,,,,,2105557636,2513244549,3330140529,4612663904,5113780124,5579699833,5753657802,6569024812,8117836374,9780909105,11500598668,13062129010,14817597645,16873125746,16350481811,15493063021,16950288324,21131524581,25791719550,30693551188,38419268525,44640994924,50783503804,63979957867,77406756970,83805177121,89694622887,74679292228,74357712007,82045545431,75390333063,76161361418,79316338978,90758347462,1.02E+11,1.24E+11,1.52E+11,1.59E+11,1.55E+11,2.05E+11,2.34E+11,2.43E+11,2.50E+11,2.61E+11,2.43E+11,2.53E+11,2.68E+11,2.83E+11,,
Spain,ESP,Adjusted net national income (current US$),,,,,,,,,,,35678890390,40709996990,52085726530,69659282985,86107224959,1.01E+11,1.04E+11,1.16E+11,1.40E+11,1.87E+11,2.01E+11,1.73E+11,1.66E+11,1.44E+11,1.45E+11,1.53E+11,2.16E+11,2.75E+11,3.24E+11,3.60E+11,4.66E+11,5.02E+11,5.49E+11,4.56E+11,4.54E+11,5.34E+11,5.54E+11,5.10E+11,5.36E+11,5.50E+11,5.17E+11,5.39E+11,6.07E+11,7.81E+11,9.16E+11,9.82E+11,1.07E+12,1.24E+12,1.35E+12,1.24E+12,1.19E+12,1.22E+12,1.10E+12,1.13E+12,1.15E+12,1.01E+12,1.04E+12,1.11E+12,1.20E+12,,
Sweden,SWE,Adjusted net national income (current US$),,,,,,,,,,,33441674368,36478200583,42972305854,52124950604,57470304535,72423126042,77767130851,81262648730,89479258133,1.06E+11,1.22E+11,1.10E+11,96393640270,88037066287,92005989262,95985456144,1.28E+11,1.56E+11,1.76E+11,1.84E+11,2.20E+11,2.28E+11,2.33E+11,1.72E+11,1.90E+11,2.24E+11,2.43E+11,2.23E+11,2.26E+11,2.30E+11,2.20E+11,2.02E+11,2.22E+11,2.84E+11,3.24E+11,3.32E+11,3.64E+11,4.24E+11,4.47E+11,3.67E+11,4.23E+11,4.87E+11,4.68E+11,4.97E+11,4.93E+11,4.23E+11,4.32E+11,4.58E+11,4.69E+11,,
Switzerland,CHE,Adjusted net national income (current US$),,,,,,,,,,,20055768977,24033799008,29327664751,39810958934,46302653020,53374796121,56596934491,60223502632,84109320016,95521368223,1.02E+11,93978092751,95099989128,94689926127,91402111395,91877345204,1.30E+11,1.61E+11,1.74E+11,1.65E+11,2.08E+11,2.10E+11,2.17E+11,2.14E+11,2.36E+11,2.81E+11,2.73E+11,2.43E+11,2.52E+11,2.48E+11,2.35E+11,2.32E+11,2.45E+11,3.00E+11,3.35E+11,3.57E+11,3.75E+11,3.86E+11,4.05E+11,4.37E+11,4.97E+11,5.63E+11,5.45E+11,5.59E+11,5.63E+11,5.56E+11,5.36E+11,5.46E+11,5.58E+11,,
Thailand,THA,Adjusted net national income (current US$),,,,,,,,,,,,6708698994,7370720113,9791871926,12553230065,13583172716,15468837484,17974950041,21889936676,24692283043,28796263972,30923513294,32342779731,35575149412,36786807916,33794781540,37169701001,43835185950,53821656934,63367146472,73668601118,84722950648,95496474526,1.11E+11,1.25E+11,1.44E+11,1.53E+11,1.21E+11,87614101946,1.00E+11,99606033147,93256564544,1.06E+11,1.20E+11,1.37E+11,1.49E+11,1.76E+11,2.10E+11,2.28E+11,2.22E+11,2.69E+11,2.95E+11,3.06E+11,3.15E+11,3.07E+11,3.05E+11,3.17E+11,3.52E+11,3.85E+11,,
Turkey,TUR,Adjusted net national income (current US$),,,,,,,,,,,14601256868,13874426585,17425165555,22038266586,30319420045,38042240345,43633161295,50017974949,55496920245,75589425921,57715563567,59394924671,53884257746,51452168351,49968600101,56126404571,63217744549,71481102436,73729205967,88466838065,1.26E+11,1.25E+11,1.33E+11,1.52E+11,1.07E+11,1.41E+11,1.52E+11,1.59E+11,2.31E+11,2.12E+11,2.27E+11,1.59E+11,1.96E+11,2.60E+11,3.40E+11,4.26E+11,4.67E+11,5.71E+11,6.39E+11,5.32E+11,6.48E+11,7.03E+11,7.38E+11,8.06E+11,7.88E+11,7.23E+11,7.12E+11,7.06E+11,6.29E+11,,
United Arab Emirates,ARE,Adjusted net national income (current US$),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,96083462682,96198287040,98133273753,1.10E+11,1.31E+11,1.53E+11,1.90E+11,2.26E+11,2.65E+11,2.17E+11,2.61E+11,3.09E+11,3.30E+11,3.49E+11,3.62E+11,3.30E+11,3.32E+11,3.58E+11,3.85E+11,,
United Kingdom,GBR,Adjusted net national income (current US$),,,,,,,,,,,1.26E+11,1.41E+11,1.61E+11,1.82E+11,1.93E+11,2.27E+11,2.18E+11,2.41E+11,3.06E+11,3.91E+11,4.94E+11,4.67E+11,4.48E+11,4.27E+11,4.02E+11,4.22E+11,5.31E+11,6.52E+11,7.98E+11,8.02E+11,9.34E+11,9.80E+11,1.03E+12,9.28E+11,1.02E+12,1.11E+12,1.17E+12,1.33E+12,1.44E+12,1.45E+12,1.43E+12,1.42E+12,1.55E+12,1.79E+12,2.10E+12,2.22E+12,2.33E+12,2.65E+12,2.45E+12,2.02E+12,2.10E+12,2.26E+12,2.26E+12,2.31E+12,2.55E+12,2.43E+12,2.24E+12,2.24E+12,2.38E+12,,
United States,USA,Adjusted net national income (current US$),,,,,,,,,,,9.33E+11,1.01E+12,1.11E+12,1.25E+12,1.31E+12,1.41E+12,1.57E+12,1.75E+12,1.98E+12,2.15E+12,2.30E+12,2.63E+12,2.79E+12,2.99E+12,3.36E+12,3.61E+12,3.80E+12,4.06E+12,4.44E+12,4.72E+12,4.96E+12,5.13E+12,5.44E+12,5.69E+12,6.08E+12,6.42E+12,6.83E+12,7.31E+12,7.81E+12,8.26E+12,8.81E+12,9.09E+12,9.36E+12,9.76E+12,1.04E+13,1.11E+13,1.19E+13,1.22E+13,1.22E+13,1.20E+13,1.27E+13,1.33E+13,1.40E+13,1.44E+13,1.52E+13,1.58E+13,1.60E+13,1.67E+13,1.75E+13,,
