Country Name,Country Code,Indicator Name,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020
France,FRA,Tax revenue (% of GDP),,,,,,,,,,,,,18.67533827,17.84425111,18.8734544,17.72182016,18.83999014,18.24079445,18.25723641,18.83168971,19.29191915,19.36757322,19.60021256,19.44421465,19.56741343,19.65146058,19.65976909,19.87064584,19.21244995,18.90600144,18.73424732,18.91822615,18.46669257,18.38407657,19.08411698,19.56014785,20.47504284,21.18826371,23.13217881,23.74555585,23.50314659,23.48673775,22.66956958,22.21638275,22.26530338,22.41083184,22.68494295,22.26269213,22.14848573,20.83089327,22.08943166,21.95942516,22.53074008,23.21091787,23.16141532,23.19771546,23.0648275,23.61988854,24.22998051,,
Germany,DEU,Tax revenue (% of GDP),,,,,,,,,,,,,10.78410344,10.9193948,10.47522558,10.0448778,10.1703343,10.49086579,10.4932598,10.37987901,10.2825669,10.05673696,9.794426609,9.75040311,10.19085825,10.19698085,9.937883421,10.08463439,9.816473972,10.25072194,9.832283679,11.62971371,11.75387472,11.46045725,11.67784428,11.47613493,10.90185179,10.72936797,10.8349798,11.50853614,11.70500073,10.9616854,10.83530471,10.99852141,10.42629457,10.6568166,10.85162762,11.33404013,11.47230109,11.61493705,11.19029793,11.48138523,11.62298611,11.61150337,11.4825632,11.41973618,11.27385852,11.47196139,11.50590395,,
Greenland,GRL,Tax revenue (% of GDP),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hong Kong,HKG,Tax revenue (% of GDP),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Iceland,ISL,Tax revenue (% of GDP),,,,,,,,,,,,,22.78388949,22.83935393,23.73560123,22.84798783,21.73757095,20.71765286,21.11715374,21.86509151,21.17980376,22.51777143,22.91624581,20.5423824,20.91327253,20.07427315,20.27341615,20.66277507,22.27238599,23.40647174,23.4722253,22.82261537,23.12619337,22.47257123,22.22138652,22.47955748,23.40968999,21.96406906,23.9824479,25.89048401,25.16697486,22.84587961,22.65042456,23.70877465,24.74940784,27.22683563,27.14673625,25.93348669,22.86742254,19.74618027,20.09303402,20.59515553,21.44181134,21.97082969,24.64360231,22.85579442,37.93352597,24.15619302,23.44490499,,
India,IND,Tax revenue (% of GDP),,,,,,,,,,,,,,,8.181120886,9.024502908,9.181837991,8.597094206,9.302274531,9.689048923,9.026071739,9.213690315,9.269121352,9.268497406,9.306539865,10.07541854,10.42730886,10.40830997,10.35673801,10.46834451,9.993591396,10.17092242,9.805228442,8.53523362,8.981772016,9.226824691,9.231468691,9.008577732,8.113143511,8.638300028,8.810143496,8.079454445,8.676273931,9.108084322,9.570817081,10.08093153,11.12933705,12.10834699,10.97717215,9.809725406,10.38803979,10.17738453,10.83677172,11.00162569,9.984654191,10.56970904,11.06599941,11.17992184,,,
Indonesia,IDN,Tax revenue (% of GDP),,,,,,,,,,,,,12.44522349,13.81526342,15.9693687,16.55526992,17.89004765,17.72159889,17.89325596,20.28389965,21.77983836,21.94643419,20.05614379,18.82286533,17.48438914,18.75089737,14.62076982,15.0836946,15.08393805,15.95720183,19.13708376,17.18969691,17.1229527,14.35642033,15.94841919,14.96477227,14.23480194,16.01184841,15.02758818,16.31583561,,11.57818458,11.82695959,12.38553206,12.3307679,,,,13.31061783,11.05778652,10.53748506,11.15812785,11.38058994,11.28530146,10.83552375,10.75348778,10.3363487,9.87729308,10.23044948,,
Ireland,IRL,Tax revenue (% of GDP),,,,,,,,,,,,,21.83383994,22.1427783,21.97095466,21.27014615,23.63663558,22.50607755,22.08292594,21.93796728,24.19790254,25.28394866,26.35286281,27.50232026,28.08581443,27.17303638,27.32082265,27.41521788,28.71686763,25.79825809,25.32958493,25.59856945,25.90136704,25.80962405,27.02414005,26.49554139,27.17918904,26.88281461,26.529338,26.69692661,26.37746284,24.23444413,23.5231751,24.1638566,25.08846738,25.47492044,26.80739475,25.91960891,23.74938733,21.98699547,21.79544457,21.9701815,22.53824716,22.88195062,23.13028197,18.76854184,18.92458603,18.27006597,18.26235363,,
Israel,ISR,Tax revenue (% of GDP),,,,,,,,,,,,,25.64029515,24.27988081,30.59788263,30.38161478,33.75457951,35.11235955,33.17803684,37.74272476,35.86526992,34.36176283,38.9680561,38.94966834,37.41353719,35.14637504,34.17875152,31.46140124,29.708168,27.86114054,26.84106073,20.11476576,26.65157947,27.00889162,27.48528667,27.03673009,26.33634704,26.62752392,25.69591478,25.56813259,27.12206827,26.67209349,25.71347155,24.96256444,24.8404017,25.35071296,26.0762675,26.02054539,23.75891834,21.85412847,22.49699253,22.75708419,22.14301751,22.94949298,23.20545915,23.3425102,23.28473734,24.57962331,23.06784653,,
Italy,ITA,Tax revenue (% of GDP),,,,,,,,,,,,,,12.55060637,13.49817064,12.71382365,14.0733844,14.90944065,15.6219819,15.77984985,17.36825149,17.78433945,19.38829236,21.12833654,20.95583445,20.39610873,22.17639061,21.49233864,23.2404059,23.94767349,24.17772968,24.80852329,25.49780522,26.27493783,25.09400326,24.36303129,24.29062351,25.7756322,24.64437781,24.99307535,23.80974052,23.40575007,22.89138772,22.76357266,22.21584927,21.95930961,23.32782117,23.76334792,23.48996403,23.74294495,23.68062299,23.64758929,24.94682979,25.13890393,24.84107219,24.73952717,25.02631817,24.63479061,24.25046493,,
